,Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Bladder,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - Cultured fibroblasts,Cells - EBV-transformed lymphocytes,Cervix - Ectocervix,Cervix - Endocervix,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Fallopian Tube,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Kidney - Medulla,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood,Row Mean
MEF2C,4.218006150284427,3.821710215034674,3.4175150028850863,4.920293300211007,4.528571318870758,4.824258696603374,3.463360885816658,3.48155728070859,4.833396134163228,2.024319679195413,2.249445341085839,2.0992952043377753,5.239168878665448,5.930973825562906,2.2699308100998086,2.169604366916959,2.1476323268238584,1.3516283291027824,2.113367120759804,1.6888517438658803,3.7452373321297494,5.84799690655495,-0.18442457113742744,3.763411574470007,3.5613261364539177,3.302465287332405,2.658325751100901,3.2512646288942513,1.1076878693143732,3.0154262036096076,3.4905701304462013,2.6498453523060106,2.186817459357112,1.411968510360133,1.9263790251998787,0.05380644369579382,3.5631581304028077,2.2366456813532656,5.110613805500896,3.354734239970604,4.048323386537814,-0.31473259348315835,2.839758079696636,2.674686619927999,1.4905701304462013,1.8761731144374603,3.0313951962755343,3.931683057059806,1.3751784795896123,1.8808813972376508,3.956056652412403,4.118525848935668,2.6731040975901736,0.8583789250820709,2.912706016667696
MEF2D,5.765269520690589,5.253232938538032,5.173327349650988,6.3349436307266185,6.23189316164533,7.3750394313469245,5.860217924745852,3.9321556844320553,4.55028504908841,4.218781167784069,6.372603915204483,6.478810058854076,5.2543672814408335,5.20006486151431,4.010779838753243,4.004051884507083,4.714520290553514,3.920293300211007,3.6099912952126787,3.3923174227787602,5.51443791382931,5.399683808997009,5.03342300153745,6.322829497628894,6.488000770834068,6.157447996274298,5.350674037114486,6.172527518700002,4.444932048942182,6.111240020532455,6.377123749129487,5.167518503735217,4.963242904318827,3.8698714061777126,4.2686589550276715,3.2628841172727028,6.022034844982766,4.855491443101874,6.689299160535892,5.941341105485299,6.252192340122386,3.8747969658986654,5.513490745588118,5.690696443977697,5.425089989874059,5.685379551959075,5.340562269026414,5.443938115013176,4.803743668505225,4.883620816285672,5.563158130402808,6.6295023394919745,5.627460927126655,4.302319050948834,5.2796585215936505
MEIS1,2.218781167784069,4.069530325162305,5.303415462685624,4.413120146403495,2.8810772426246194,2.210388864445403,5.17672169288105,0.9840424260970237,0.3010022560328143,1.2756030793368494,5.113533819591914,4.932628157022127,0.6879564940444818,0.5340616024211182,0.751892138404309,0.5360529002402097,1.1712068274181424,1.384602457650755,2.9476661567960103,1.8503993967702546,3.634593268445757,-4.756330919033138,2.636450616678977,6.936637939002571,6.458611672584599,6.113533819591914,4.493134922305505,6.070174625154059,4.096767854714689,5.865918814552212,6.697662633470518,2.481815573617863,2.2551985664196894,2.1450252422365663,2.138814468902282,0.4946716116475496,5.080444483434842,4.227278994468321,0.20414071678022522,2.679198570566922,5.444766440833076,4.026800059343715,0.7807300364763765,5.004051884507083,3.3645724322958563,2.9426083361116633,3.3923174227787602,4.070389327891398,2.8153704860337756,1.9343277783153696,2.6703871569738338,6.740792672277682,5.753684755081811,-2.0291463456595165,3.0668347876410262
MEIS2,2.4667576157261712,3.346247774082775,4.188638294561388,3.855989697308481,4.279842693520348,2.9003355086409828,4.642123916153487,2.786387260500356,2.760859636821907,4.595145567990858,3.4489009511451276,3.0289227105960137,3.003242417488684,3.0792927672728534,1.5675454476437467,1.3253864146597734,4.975676037797327,4.198494153639083,2.355862006329294,1.1309308698264486,3.079634112368706,-2.272297327162762,3.6022905848611404,4.541638734436141,5.0759604132434015,5.233044401265581,3.575917361118149,4.276496665640356,2.4029949753792508,4.5447326559326235,4.989593184938768,2.56900492681818,2.513490745588118,2.7119353569789215,2.7300964655954685,1.4081683707081063,3.155749232677945,4.0798047546352585,-1.9489759969755331,1.8407653373238742,4.34801990922869,1.674008608617225,4.37016428054021,5.104755986962257,2.239703535488478,2.1599520447329232,1.7612852733616193,2.5861642459309095,2.169604366916959,1.1016500760944348,2.9703014970175903,5.702380501615525,4.150965783556497,-5.107803289534515,2.912551472548253
MGA,2.6697071215896244,2.474825382086335,2.5005471374206802,2.992043276171657,2.8405639420501627,3.0106008332265053,3.0616034093906768,1.166072675946706,1.2184712107432616,1.4693650537048435,3.6881803585869264,3.6229303509201767,1.7101727482796616,1.5888045670155504,1.2252749298695693,1.511973981781801,1.620117165028684,1.1551015581257025,1.986956962524401,1.2968978577000776,2.7311832415722,3.46532151358055,3.1273031057821306,3.4168397419128294,3.3868109464722167,2.8361261182349433,2.309758271424635,2.7415748474187955,2.355862006329294,2.709070023284532,3.23112515787905,1.70310069960416,1.2172307162206693,1.1375035237499351,2.18840092460321,1.000721167243654,2.649385529181516,2.4951834779083346,1.7101727482796616,3.163337708225467,3.7554217347342425,1.5405232964382192,2.946169390959886,2.890835769014758,2.6546646673512235,2.6644828403646827,2.6294731967869485,2.897434062920354,2.162210036314307,3.8875252707415875,3.1366835776972364,3.538538163629804,3.005220313411342,0.10835717809041852,2.4111807683245523
MITF,4.044394119358453,2.9218171398466213,1.7578766597478963,3.103161894986697,2.8921967104654853,3.963474123974886,3.7092906357233577,0.6789733078541699,0.15185881672700494,0.8106487477826461,-0.641603738043346,-0.28278970098040423,0.2785795504584233,0.37183761733042053,0.8859647567539706,0.44995748362800353,0.6369145803558778,0.9433587626778102,2.563646269484064,1.4807821244039803,3.570462931026041,-3.9885043611621707,2.9093891022653007,6.144862142915734,5.85909989348759,4.517275693209582,3.087123343651199,4.423578170981798,1.4797479343662252,4.6082178530214595,3.6403895600549454,3.1277983383658214,3.1760035570089165,2.5900031174216864,3.115366236609782,-0.5864059175908248,3.213347281733441,2.2533842358000746,4.697106574476975,3.171366975616219,4.028569152196771,0.5360529002402097,2.0628124924050213,3.023610215182645,2.985318260339255,3.2237314451381063,2.263034405833794,0.5220557491609642,2.9061209529971,0.9508416375491487,2.92732760504922,5.848122135064285,4.311793717753649,-1.6259342817774622,2.327655720609787
MLX,6.039357765159702,5.855740591715029,5.661635602335959,5.615298579092115,5.647026632654853,5.724923070266613,5.531693360861466,3.8037436685052253,3.9708536543404835,3.985500430304885,5.206721357430888,5.309248960816616,4.390254956321868,4.3957483281790335,3.769771739249448,4.127633279725874,4.142821844115928,3.6599245584023783,4.405992359675837,3.792855352362489,5.80967167790706,5.981167667105682,6.139755975481314,5.522306892871389,5.566967329006121,5.349436051713823,5.789207575347344,5.294253136444514,5.7374163659370625,5.303050084681673,5.593951283948411,5.380590934265922,5.431121472526426,5.03738222200308,5.122258567811998,5.10936055940423,6.162189891303228,5.490088723943468,5.869624686204322,5.671293372481576,5.371210343455566,4.786073551578548,5.520107901637548,5.519479002307236,5.599615348621605,5.733625498408233,6.053763009303989,5.92552476974757,5.740927560318628,4.422233000683048,5.993221467368938,5.543341212287496,5.699190691525824,5.845991770664573,5.262076772033594
MNT,3.8278190246173196,3.811471030529836,3.5185351389821804,4.22573765346606,4.189033824390017,4.765004246250036,4.401220862160216,2.7053144410863785,3.1731274334806563,2.5902427080625907,3.6099912952126787,3.8569856897822046,3.8579809951275723,3.625270489374693,2.737903041305459,2.9399787649407063,3.0918690553018493,2.2332745389909343,2.4340276746635974,2.2675357980687347,3.8021932169418253,3.163337708225467,4.0716768737518585,4.222650022451478,4.558267634055736,4.519164449806069,3.6270231055540596,4.38404980679516,3.9990980337056072,4.323370069061268,4.4561490346479955,2.3665320455371304,1.712375672880673,2.646623508476583,2.9341390303539714,1.7355221772965375,3.9900472195737944,3.399854673572431,1.6897464384935557,4.221877081077034,4.463687842201262,1.9388503370060637,4.457462964648552,4.104336659814735,4.018367115543116,4.032100843167024,3.646162657157894,3.8923910259134034,3.1210154009613658,4.6937657122177825,4.181897643108388,4.517590657743283,4.150965783556497,3.4698859762744636,3.5624907801364043
MXI1,5.248307120087241,4.824258696603374,4.613826290934042,6.754887502163468,6.343763122149601,7.1426176554465775,5.498250867527825,5.447579196548882,5.24355484277846,5.500802053057158,6.369291981680036,6.0900065299038175,5.255500733148386,5.434294617959925,5.315783574589461,5.349436051713823,5.37833821198591,5.356143810225276,6.304876050044889,5.553360503335328,5.354028938054387,4.098453246309274,4.3348542693316325,5.752213367865143,5.8961507309765615,6.076174256724248,5.389050487853527,6.355262990220572,5.046141781644721,6.777419715515831,6.069959890459774,4.692092375427572,4.239168878665448,3.7949356628035362,4.005849075696688,3.7338966052474953,4.9233869155047145,5.055065472565087,4.469234793667656,6.131342539123261,6.398316163400203,3.657068301201576,5.169123281476757,5.552131108253784,5.559338847606539,5.727375938594897,4.584962500721156,3.718087583960517,4.454175893185802,5.099295204337775,5.8209447918806925,5.965437996296007,5.71699089440494,5.116863757690899,5.328882845713929
MYB,-1.2757863132426417,-2.4266254735540556,-1.7958592832197748,-3.5563933485243853,-3.145605322246899,-3.7563309190331373,-1.1877071551267289,-1.3183258582071666,-2.888968687611256,0.6571826601284232,-5.878321443411748,-5.265344566520995,-2.795859283219775,-2.77595972578207,-2.265344566520995,-2.9434164716336326,1.2636354035683293,-0.248107861595691,-5.265344566520995,-5.965784284662087,2.0603933122271387,4.110196177754199,-3.7563309190331373,-1.0,-0.641603738043346,-2.3883554566263383,3.656496370553495,-1.9159357352115254,1.474565834538475,-1.8416629728328993,-0.2863041851566411,-5.058893689053568,-5.380821783940931,-4.756330919033138,-4.473931188332412,-3.965784284662087,0.8551924079591539,-0.9323612831246367,-4.643856189774724,-2.3004483674769105,-3.608232280044003,-4.795859283219775,-3.41119543298445,0.7355221772965375,1.837943241891027,1.9164766444377166,2.2636354035683293,0.08678376614206665,-1.3147325934831584,0.35275852504063665,-2.888968687611256,-2.1202942337177118,0.7723079749584033,-0.3165281071447725,-1.7501930844643985
MYBL2,-0.44418384493836033,-0.8468432119385795,-0.4981787345790897,-1.15200309344505,-0.6734626518600481,-2.6259342817774622,-1.5269924320838262,-3.965784284662087,-4.237863830098888,-3.9885043611621707,-3.0350469470992008,-2.9885043611621707,-3.8365012677171206,-4.158429362604483,-4.035046947099201,-3.4422223286050744,-3.857259827883918,-4.210896782498619,-3.365871442474959,-3.473931188332412,-0.5084034055895519,7.350939181546431,3.8099288657214307,-2.6170561304310094,-1.3147325934831584,-2.4819685073978306,2.0482361856528475,-2.9213901653036336,3.718087583960517,-2.888968687611256,-1.6259342817774622,-2.662003536484984,-2.910501849160897,-2.1328942704973453,-2.1844245711374275,-1.7958592832197748,1.140778655782796,0.4843959625026663,-4.210896782498619,-1.9213901653036336,-2.3004483674769105,2.902652471196082,-1.3997302464909953,-0.6060347243397574,1.4049031221451307,1.4828482830684653,3.1115321612189395,5.113533819591914,0.3436920691790188,5.244887059123535,-0.8546486144273799,-2.522840788813359,1.6369145803558778,2.463360885816658,-0.9993869864186183
MYC,6.906890595608519,7.703903573444664,5.389050487853527,5.248117329250831,6.181102550753798,5.130519083027338,5.7227392362967135,0.6735564239901447,0.8048796082546725,0.060739157857678534,0.6708403358815619,0.8318772411916731,1.2533842358000744,1.0551956542421246,0.4615285594728771,1.724650271732967,0.21038886444540292,-0.11403524324602943,1.6694803718774263,1.1884009246032101,7.20163386116965,7.609548138999429,7.593951283948411,5.385085853547684,5.716442236843321,5.340918270272116,5.394548439167169,5.581953750848818,6.655351828612554,5.54318652456517,7.898450232807866,4.539158811108031,3.1350422862336513,2.9726926540042644,3.8417718921968325,3.5223068928713888,5.762215915727782,5.502712485966061,4.2935176304174245,6.64371191305668,6.842350343413808,5.130930869826448,3.4854268271702415,5.3215673760354045,8.223036337901874,7.563768278452033,5.590961241342599,6.2539892662307865,5.184677020680892,4.20006486151431,5.222263603528345,5.887403416352319,6.754887502163468,3.673556423990145,4.485968398764928
MYCN,-1.207561069935362,-2.0,-2.0528949484321255,-1.994240730711315,-0.5063526660247899,-2.3147325934831584,-0.4461480318188743,1.063502942306158,1.1249897699786635,0.6470842126289537,-0.4679324477109693,0.1647862781433397,1.422233000683048,1.285698125958125,1.5494227457466636,1.358396261956654,1.1801478611584286,0.4573316254850136,2.4900566244643114,1.3740657182225378,-1.2175914350726267,,,-0.7858751946471527,0.10567807789453719,-0.77595972578207,-0.6551715030025588,-0.7417826104639821,-0.41311518714781525,-0.8520421186128986,-0.8468432119385795,-1.6574452545226799,-2.126580496565143,0.02856915219677092,0.49671798793517713,-2.8996950942043145,-1.7759597257820698,2.278282179532731,-3.4266254735540556,2.9105408014011487,1.5602258223996497,-3.662003536484984,-1.4699292577749161,-2.3437324652057105,-0.7809089417538033,-0.6711635357704601,0.21163525332714944,-1.6896598793878495,0.9597701552114672,2.769560184876917,2.327974725005777,-0.9186603725480612,-0.7178567712185016,-5.321928094887363,-0.36487928592174945
MYF5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0621217119077975,,,,,,,,,,,-4.608232280044003,,,,,-1.7730552840681029
MYOD1,,,,,,,,,-5.643856189774724,,-2.86775220170156,-2.3075728019102923,-4.50635266602479,-4.50635266602479,,-6.158429362604483,,,,,,-7.380821783940931,,-4.573466861883326,,,,,,,,,-6.380821783940931,,-4.411195432984449,-5.878321443411748,,-4.237863830098888,4.44028782084042,,,,,,,,,,,-0.04692104738749257,,,,,-3.8899600179177134
MYOG,,,,,,-5.210896782498619,,-3.3364276645824775,-2.4500844463780447,-3.41119543298445,-0.6529013293777317,-0.6214883767462701,-2.145605322246899,-1.8730271437422346,-3.1713684183119812,-3.6259342817774622,-3.083141235300246,-3.4266254735540556,-3.965784284662087,-3.0954195650786827,-5.717856771218502,,,-4.351074440546879,,,,,,,,-4.878321443411748,-5.878321443411748,-4.107803289534515,-6.158429362604483,,,-1.8677522017015602,5.85872702377863,,,,-4.50635266602479,,,-5.573466861883326,,-5.717856771218502,,-2.5563933485243853,,,,,-3.289415435905503
NEUROD1,,,,,,,,0.40163046658474055,1.1196881745191958,-4.878321443411748,8.259272487037595,7.750874439656846,1.765534746362977,1.8563881768140906,2.077926578685069,-1.5820799921880346,-5.265344566520995,-5.265344566520995,-0.265344566520995,-2.8365012677171206,,-5.210896782498619,,,,-5.717856771218502,-1.6170561304310094,,,,,,,,-6.965784284662087,,-5.717856771218502,,,-5.50635266602479,,0.7587295684578627,0.14404636961670686,,,,0.19534759832221926,,-0.10780328953451485,-0.2618807112174235,,,,,-1.119541050151168
NEUROG2,,,,,,,,0.09356017616233782,-0.8365012677171204,0.4823320207473761,1.5315686088149625,1.7957669477823923,-2.3510744405468786,-1.8889686876112561,0.7782085763980877,-4.058893689053568,-3.380821783940931,0.5548343958941929,-3.7563309190331373,-5.210896782498619,-7.158429362604483,3.990501111363251,,,,,,,,,,,,,,,,,,,,,-5.011587974275212,,-6.058893689053568,-5.442222328605074,,,,1.9350825233186615,,,,,-1.7890929770767676
NFE2,-0.7273795453370082,1.5225579928704367,-2.67116353577046,-1.1942948151614887,-0.8598757760909294,-2.22431729826094,-1.0232697793228471,-1.6483716708972176,-1.8624964762500649,-1.630393929968162,-2.8996950942043145,-2.590744853315162,-1.7036894392919077,-2.0291463456595165,-1.8996950942043145,-2.0528949484321255,-1.7563309190331373,-1.8416629728328993,-1.3584539709124763,-1.6803820657998387,-1.107803289534515,-4.293358942690592,-1.7710274302398392,-0.9023892033735776,-0.6896598793878495,-1.960159735468209,-1.9159357352115254,-1.4073635713934227,-1.7908586021614084,-1.265344566520995,0.8991756304805131,-1.1456053222468994,-1.234465253637023,-0.5145731728297583,-0.5994620704162712,-0.18442457113742744,3.838951766951943,-1.1109159014018506,-0.9913696948565599,-1.2515387669959646,-2.49817873457909,-2.126580496565143,0.10969486482592981,-0.7933567760166047,1.3600832959133313,2.1325768426700082,-1.4305089080412838,5.5668151540108965,-1.3473987824034805,0.8615584195720287,0.8503993967702546,-0.9077925619029111,-1.2412704315421375,8.380244590478185,-0.7891396847547338
NFE2L2,6.035183996618336,6.451870478864323,5.612942196304665,6.605775804973608,6.559721231197234,6.326069892145145,7.068240861312821,4.631686366311998,4.339137384919585,4.751142324726947,5.312882955284356,5.18308946064076,4.4535175792154975,4.506525779043123,4.408032466130653,4.632849830117706,4.517905553529951,4.526068811667588,5.684257705058932,4.900625332536066,6.080657663345225,5.45450493755737,6.453023646529056,6.451870478864323,6.506843098969815,6.021479727410451,5.689299160535892,5.965322548367254,7.445428759238323,5.906890595608519,6.50303064564116,5.34766565630097,4.148934104526339,5.422233000683048,5.890568290306586,4.587064898363171,6.4033529451907825,6.041001987167506,4.895787316463311,6.610729586534706,7.2259304111710545,3.8196681834964554,5.969933274697856,6.073820233291672,6.613531652917927,6.697662633470518,5.496654082593496,5.624393382219767,6.06177619758669,5.625854931368057,6.708739041359579,6.427941332509482,6.905687848526862,4.945794956740061,5.713529689262085
NFIA,4.403949364232865,4.238022517825721,3.7713574089905615,5.266599165535096,4.789468436941201,4.977279923499917,4.71699089440494,3.4705368650925825,3.3100492253513827,3.3861211568148546,5.413120146403495,5.167518503735217,3.0751903141552193,3.100641315973469,3.1458404623751646,3.0927148635226454,3.3066997072727875,3.1559111058944835,3.3659724275933836,3.2942531364445142,4.24031432933371,-4.680382065799838,2.682573297347578,4.117695042669754,4.119356177039675,4.6117625600648715,3.460742563789644,4.916954278953217,3.7548875021634687,4.8855743643714264,4.5570424152637194,3.4905701304462013,2.8381450033123596,1.8855743643714262,2.201947456441158,3.1934563657495856,3.634012356402116,3.6775082422647216,2.651683180632109,4.560714954474479,4.279842693520348,2.0071955014042038,3.244430437805942,4.434961760187254,3.341274183692174,3.4982508675278257,2.944108799107955,2.9180045185978747,2.9020735793107426,3.122507072685731,4.789729251375769,4.20906339534927,4.17192735435346,-0.9351171484151456,3.4847522542195244
NFIB,5.061344188288391,4.927422428739871,3.0010816157254516,4.721919445551544,4.901349637650881,4.7311832415722,4.5410191531335595,3.0789513413948217,3.1581754259302035,2.919530776387289,4.507794640198696,4.436961337833602,3.1171963291633,3.123169543155821,3.034567892818214,2.5677887967277155,2.5988415781332854,2.6180036698402502,2.729008870337863,2.6313371441274813,5.121015400961366,-3.4900508536956893,2.3470986706222683,4.177917792195843,4.171126746652066,4.294253136444514,3.5046203924035524,4.0522419811811385,3.0513721017210256,3.9523335663696857,4.70376517879341,3.792855352362489,3.2574632757553807,2.7454524831316975,2.9439213265534856,2.6665293779240398,4.3466023752989855,5.393519167988513,2.755101218931638,4.609400390006429,4.203984165855989,2.726831217032493,2.3614876521430683,4.673556423990145,4.506208389306745,4.49761236561836,3.729008870337863,2.995122669103629,3.5084286525318573,1.3994445645894575,4.672425341971495,4.558267634055736,3.996840647795369,-4.132894270497346,3.416657601150872
NFIC,5.851749041416057,5.542258049766918,5.88508622529017,6.3127922168937545,6.138118177614614,6.57969306345875,5.985044962253466,3.9302642452350236,4.359310316890443,3.8703647195834043,5.759688488427289,5.797272432029972,5.028569152196771,4.975905273523699,4.141596278383818,3.786596361890807,3.753818443173543,3.76659516172927,4.6904170955324656,3.968090752045256,5.809928865721431,3.608809242675524,5.798309782454597,6.5219929564016725,6.654707624520185,6.364222221093532,5.1931803537426156,6.630667565231957,5.211401637418471,6.719731056749852,6.255500733148386,5.358255586705128,4.8718436485093175,4.0900065299038175,4.643278996311979,4.8938475581329195,5.814037647539975,5.442943495848728,6.94251450533924,6.130930869826448,6.520186494781188,5.0759604132434015,5.623223075896506,6.017476563020462,5.787249608467913,5.900142260359816,4.57349571549561,4.476381687567235,5.3458930856874085,4.688180358586926,5.987548258953743,6.6653359171851765,5.867525861162971,2.3967075213839757,5.33341941030377
NFIL3,7.140574177709902,7.8189016758856384,5.132782457298859,6.852373449580268,6.420381341196637,7.83541884047548,6.266599165535096,2.827615813821732,3.1115321612189395,3.000540909226191,4.563158130402808,4.48155728070859,3.346247774082775,3.6542063779442917,2.7503921211453415,3.5172756932095814,3.1977081579558506,2.604071323668861,4.22881869049588,3.097442247640789,6.960001932068081,3.3673710656485296,6.867896463992655,6.888743248898259,7.318316841334983,6.04176864995163,5.139142019145689,5.81992359556066,4.874305165982231,5.731454807698346,7.803485375595953,5.4924941516794314,4.284662185483165,4.71259578044703,4.943921326553485,5.936402377725063,6.966937979278457,5.149747119504682,6.228433920513366,7.215290305651234,7.348285541851202,3.5939512839484107,5.397118409042582,6.683696454306515,6.4973728545294245,6.49425558654498,5.090853430451113,4.974988111991927,4.765004246250036,5.396090970394369,5.7216460784183925,6.998872453994275,6.792464959979944,7.4329594072761065,5.421815775757329
NFKB1,4.856487779495678,4.902073579310743,4.107687869314374,4.697940582617104,4.713970692436053,4.856985689782205,4.949067965852913,1.7782085763980877,1.732052073300289,2.0189901753847534,3.7037651787934096,3.6610654798069477,2.2283569542010486,2.12565110166152,1.8455904088478547,2.060047383669939,1.9924058990316504,1.8330924834712123,2.882838655767251,2.1836453053946556,4.772941337831336,6.614709844115208,5.04176864995163,5.13709360897494,5.059398543973422,4.625270489374693,4.45450493755737,4.532316959332765,4.62702310555406,4.542258049766918,4.82781902461732,3.3659724275933836,2.5614483417854794,3.183168880147036,4.087462841250339,2.919530776387289,5.069100631922826,4.441284271927038,3.5582676340557358,4.944389962270092,4.897724470216444,3.0113167221090222,3.4208865749755315,4.62993940943954,4.81992359556066,4.901108243014512,4.633431210355632,4.868884273028773,3.93451650158608,3.554588851677637,4.7554217347342425,5.053545817727984,4.904243227203662,4.2986583155645155,3.9477748722244597
NFKB2,4.992768430768924,5.241458871274651,4.39334755137725,5.243745234733984,5.0170310805278415,4.984133594540979,5.512542955096859,1.902266569083071,1.5002921767341657,1.9902287934260117,1.100977647724821,1.4667576157261715,1.9026524711960817,1.5300707422250839,1.5892841066712498,1.8698714061777126,1.7777879042735474,1.7294440068336632,2.5310694927259543,2.0422941262061696,5.0574502721839,7.501837184902297,4.817623257511431,5.591260524621525,5.636624620543649,5.950001749083499,5.1154078554140625,5.112700132749362,4.422233000683048,5.100977647724821,5.737686761409861,3.693765712217783,2.927137938968504,4.639232163249277,5.184280294419382,3.72137265947682,5.979225104878398,4.924337464075348,3.349082146391089,5.463360885816658,5.372255648445787,3.7681843247769264,4.0539801681876515,5.424586226251101,4.828580810276605,4.758622982440239,5.222263603528345,6.246598103057115,4.556429415449573,4.339137384919585,5.344118334521428,5.653633311386255,5.05006629830629,5.637784110291324,4.231478942138577
NFYA,4.1651079851445365,4.116863757690899,3.5927560104410268,3.7834566543602395,3.8021932169418253,3.7782085763980877,4.073820233291672,3.1210154009613658,2.9736112755194717,3.183962834842595,4.1715271060388135,4.210232990095849,3.286141872834302,3.276943251324433,3.2241946639704335,3.1531567880614206,3.140615075643056,3.0666058842044364,4.064365540263628,3.3603642765434705,4.2600256559614555,5.143434236784857,4.650764559116903,4.552131108253784,4.693486957499325,3.452858964713811,3.5662062934655068,3.5921580021253603,3.8509993947164736,3.454175893185802,4.381283372503783,2.980939266085512,2.1918784425463613,2.832687516439532,3.8797057662822882,2.8292406992993,4.404290064444837,3.7398481026993275,2.7110543218120666,4.45022149589718,4.9581466737627204,2.72159139877538,4.108524456778169,4.075532631167357,3.8669079781431663,3.8032270364349277,3.8449881566826116,4.189033824390017,3.502075956045791,5.992994966851809,4.894332742277694,4.561937059622433,4.10936055940423,3.633431210355632,3.8041595955388323
NFYB,4.869377924031328,4.6519127446457835,4.679198570566922,5.666472568842073,5.802580986072204,5.964167560681767,5.349789870241872,4.35860724911781,4.277240898332068,4.003602236680195,4.826802684285827,4.351204277257994,4.166715444966422,4.5570424152637194,4.41006969175638,4.3826672527450405,4.215678596607928,3.9736112755194717,5.138732569720239,4.498250867527825,4.704871964456353,4.097610796626422,5.3729520979118295,5.136683577697236,5.243173983472951,5.799087306074004,4.409051438538562,5.257764968571387,3.6507645591169022,5.4063325778217095,5.246408087246385,4.2024177215751815,3.4208865749755315,3.1610814822771838,4.025028794491522,3.2234225499349374,4.932628157022127,4.0574502721839,3.9467308601403097,5.381283372503783,4.772677470424859,2.844385653002571,4.135042286233651,5.300123724569014,3.993221467368938,3.9662458732249397,4.078097423026661,4.10936055940423,3.7015490569430707,4.574707046415546,4.704871964456353,5.209648311246554,4.5640732557369414,0.12961273813046964,4.461166178846016
NFYC,4.720278465233327,4.428946344769483,4.3103401206121505,4.925287386770335,4.690696443977697,4.998646839005795,4.971773447193373,3.349082146391089,3.7197310567498523,3.7059779016825223,5.38646609286931,5.116863757690899,4.106013237622119,4.359661722333877,3.4554916206284685,3.5197934862411002,3.82273014794452,3.4711874603869854,3.8011586560936985,3.2967510558641955,4.8894735425311096,5.174126737420928,4.177120502846516,5.317955218312439,5.290387539763883,4.903038270112912,4.609400390006429,4.7436226760676545,4.666756591884804,4.71699089440494,5.23189316164533,4.334139178838237,4.0192571186810815,3.995484518877507,4.516645557780962,3.8268026842858265,4.808899839257769,4.809414444235898,4.595145567990858,4.961623328286945,5.309976492370556,3.4309542713857293,4.473137487772256,4.897724470216444,5.212569338850806,5.228433920513366,4.699329525673156,5.304876050044889,4.475733430966398,4.759155833800272,5.402585758232587,5.376776571882982,5.014578464922892,4.908812907739547,4.5599944384752735
NKX2-5,-5.011587974275212,-0.9601597354682089,-6.380821783940931,-4.035046947099201,-3.8783214434117474,-4.539519529959989,-4.351074440546879,-5.643856189774724,-5.380821783940931,-5.210896782498619,-3.2933589426905914,-3.1202942337177118,-4.836501267717121,-5.442222328605074,-5.442222328605074,-5.321928094887363,-4.965784284662087,-5.158429362604483,-4.321928094887363,-5.573466861883326,-4.573466861883326,-4.011587974275212,-4.50635266602479,,-4.411195432984449,-4.717856771218502,-5.321928094887363,-4.836501267717121,-5.380821783940931,-4.717856771218502,,6.829088444004886,6.759555343206311,-6.058893689053568,,-6.380821783940931,-4.756330919033138,-3.9434164716336326,-5.058893689053568,-4.473931188332412,-5.058893689053568,-5.321928094887363,-2.204233052217608,-4.717856771218502,-4.237863830098888,-3.643856189774725,-5.795859283219775,5.461724991502711,-5.795859283219775,-1.741782610463982,-3.643856189774725,-4.717856771218502,-4.473931188332412,-5.965784284662087,-4.005633141878474
NKX3-1,-0.22263289054958724,1.4630992673481038,2.2551985664196894,0.6433944534798923,0.3379964635150159,-0.22263289054958724,1.2393980415665558,-0.5756153284619034,-0.3770696490798233,0.021479727410451392,-2.265344566520995,-1.8572598278839179,-0.3165281071447725,0.0676387168753633,-0.496142467422571,-0.17625063969172725,0.060739157857678534,-0.07552000764097772,-0.06642736173897607,-0.09541956507868243,1.2357270598380585,-1.905088352974533,1.2992446577960728,1.018634174139051,1.3595211704275953,1.4125105712498047,0.19786539135373798,1.2159891541467205,-0.12343394124827903,1.6083361503476612,1.668119124686432,0.9199120886773081,0.3056787432422875,-0.63486740654747,0.24488705912353448,0.5300707422250839,1.1050075247609736,6.070603998681302,1.1871342914745355,-0.25670047211174335,1.6726516293283848,-0.9545570292388329,0.6443177783375773,7.968666793195208,-0.7933567760166047,-0.641603738043346,0.46780115648840714,0.05102400302446689,0.279768421593595,5.211401637418471,0.021479727410451392,1.7432995278882566,1.7895206036003115,-1.2898272517203384,0.629108135282655
